Fichier	Complexité en temps	Complexité en espace	Niveau difficulté
../corpus_annote2/recette_224875_annote.xml	33.31	6	2
../corpus_annote2/recette_23686_annote.xml	53.4	8	2
../corpus_annote2/recette_29999_annote.xml	55.099999999999994	9	3
../corpus_annote2/recette_37463_annote.xml	36.599999999999994	9	1
../corpus_annote2/recette_26386_annote.xml	74.3	10	3
../corpus_annote2/recette_73531_annote.xml	101.5	10	1
../corpus_annote2/recette_224686_annote.xml	60.5	7	2
../corpus_annote2/recette_13547_annote.xml	31.78	3	2
../corpus_annote2/recette_60880_annote.xml	36.0	10	2
../corpus_annote2/recette_29008_annote.xml	19.5	5	1
../corpus_annote2/recette_28214_annote.xml	15.0	4	1
../corpus_annote2/recette_58284_annote.xml	27.5	4	2
../corpus_annote2/recette_49561_annote.xml	10.5	4	1
../corpus_annote2/recette_52115_annote.xml	16.25	4	2
../corpus_annote2/recette_166472_annote.xml	21.1	5	1
../corpus_annote2/recette_20240_annote.xml	20.6	4	1
../corpus_annote2/recette_86161_annote.xml	15.0	2	1
../corpus_annote2/recette_10810_annote.xml	19.509999999999998	3	3
../corpus_annote2/recette_27485_annote.xml	30.000000000000004	8	4
../corpus_annote2/recette_224399_annote.xml	4.5	2	3
../corpus_annote2/recette_57422_annote.xml	70.1	9	3
../corpus_annote2/recette_88955_annote.xml	30.7	9	1
../corpus_annote2/recette_165912_annote.xml	35.6	5	1
../corpus_annote2/recette_28223_annote.xml	70.32	5	2
../corpus_annote2/recette_39948_annote.xml	14.299999999999999	5	1
../corpus_annote2/recette_16070_annote.xml	22.7	5	2
../corpus_annote2/recette_10827_annote.xml	10.5	2	2
../corpus_annote2/recette_90076_annote.xml	38.46	9	2
../corpus_annote2/recette_54975_annote.xml	15.0	4	1
../corpus_annote2/recette_83149_annote.xml	32.599999999999994	3	4
../corpus_annote2/recette_56321_annote.xml	16.5	8	1
../corpus_annote2/recette_60126_annote.xml	22.5	4	1
../corpus_annote2/recette_29520_annote.xml	19.0	6	1
../corpus_annote2/recette_165083_annote.xml	23.0	3	1
../corpus_annote2/recette_40201_annote.xml	70.0	4	1
../corpus_annote2/recette_30291_annote.xml	49.3	4	2
../corpus_annote2/recette_21574_annote.xml	28.1	4	2
../corpus_annote2/recette_167346_annote.xml	25.0	5	1
../corpus_annote2/recette_20768_annote.xml	16.1	6	1
../corpus_annote2/recette_37454_annote.xml	14.9	4	1
../corpus_annote2/recette_212838_annote.xml	29.9	7	2
../corpus_annote2/recette_68172_annote.xml	26.5	6	1
../corpus_annote2/recette_73988_annote.xml	10.5	3	1
../corpus_annote2/recette_57340_annote.xml	17.05	6	1
../corpus_annote2/recette_71830_annote.xml	16.5	3	1
../corpus_annote2/recette_32329_annote.xml	14.5	1	1
../corpus_annote2/recette_23842_annote.xml	13.0	4	1
../corpus_annote2/recette_33135_annote.xml	16.0	3	1
../corpus_annote2/recette_52640_annote.xml	17.1	7	1
../corpus_annote2/recette_16712_annote.xml	19.25	5	2
../corpus_annote2/recette_63282_annote.xml	30.0	6	2
../corpus_annote2/recette_24716_annote.xml	65.0	6	1
../corpus_annote2/recette_18680_annote.xml	14.5	5	1
../corpus_annote2/recette_25984_annote.xml	25.5	4	1
../corpus_annote2/recette_56443_annote.xml	7.5	4	2
../corpus_annote2/recette_94517_annote.xml	17.5	4	2
../corpus_annote2/recette_29242_annote.xml	16.9	4	1
../corpus_annote2/recette_164973_annote.xml	3.0	17	1
../corpus_annote2/recette_38929_annote.xml	31.0	8	2
../corpus_annote2/recette_48537_annote.xml	41.35	8	2
../corpus_annote2/recette_223448_annote.xml	10.4	8	2
../corpus_annote2/recette_52001_annote.xml	7.5	1	1
../corpus_annote2/recette_64206_annote.xml	16.5	6	1
../corpus_annote2/recette_27591_annote.xml	41.5	9	2
../corpus_annote2/recette_10904_annote.xml	103.2	11	3
../corpus_annote2/recette_83575_annote.xml	39.5	6	1
../corpus_annote2/recette_13453_annote.xml	18.91	6	1
../corpus_annote2/recette_25654_annote.xml	11.0	3	1
../corpus_annote2/recette_24448_annote.xml	120.4	6	2
../corpus_annote2/recette_82769_annote.xml	19.700000000000003	6	2
../corpus_annote2/recette_220591_annote.xml	27.5	2	2
../corpus_annote2/recette_59493_annote.xml	22.0	2	1
../corpus_annote2/recette_52990_annote.xml	16.5	7	1
../corpus_annote2/recette_219418_annote.xml	12.5	5	3
../corpus_annote2/recette_72639_annote.xml	24.4	7	2
../corpus_annote2/recette_56202_annote.xml	58.8	4	2
../corpus_annote2/recette_23792_annote.xml	81.5	9	2
../corpus_annote2/recette_32077_annote.xml	29.91	6	2
../corpus_annote2/recette_167018_annote.xml	7.1	2	1
../corpus_annote2/recette_16631_annote.xml	42.05	6	1
../corpus_annote2/recette_194900_annote.xml	11.0	6	2
../corpus_annote2/recette_43086_annote.xml	37.0	4	2
../corpus_annote2/recette_170324_annote.xml	42.5	4	2
../corpus_annote2/recette_168689_annote.xml	15.2	9	1
../corpus_annote2/recette_13331_annote.xml	26.8	10	3
../corpus_annote2/recette_25136_annote.xml	28.0	3	2
../corpus_annote2/recette_211631_annote.xml	32.5	4	2
../corpus_annote2/recette_33016_annote.xml	17.2	4	2
../corpus_annote2/recette_39387_annote.xml	69.0	9	3
../corpus_annote2/recette_41343_annote.xml	27.5	6	2
../corpus_annote2/recette_23961_annote.xml	21.009999999999998	6	1
../corpus_annote2/recette_21335_annote.xml	55.0	5	1
../corpus_annote2/recette_11965_annote.xml	5.5	1	1
../corpus_annote2/recette_36009_annote.xml	28.0	2	1
../corpus_annote2/recette_71082_annote.xml	31.35	13	2
../corpus_annote2/recette_24635_annote.xml	71.5	8	1
../corpus_annote2/recette_33987_annote.xml	27.11	5	2
../corpus_annote2/recette_33509_annote.xml	32.1	6	1
../corpus_annote2/recette_29361_annote.xml	64.0	7	2
../corpus_annote2/recette_167530_annote.xml	13.75	6	2
../corpus_annote2/recette_81874_annote.xml	22.5	7	2
../corpus_annote2/recette_68704_annote.xml	39.0	5	1
../corpus_annote2/recette_62495_annote.xml	105.75	15	1
../corpus_annote2/recette_37222_annote.xml	107.2	10	1
../corpus_annote2/recette_19906_annote.xml	23.8	6	2
../corpus_annote2/recette_18794_annote.xml	13.219999999999999	9	1
../corpus_annote2/recette_67195_annote.xml	42.5	5	3
../corpus_annote2/recette_40477_annote.xml	34.0	8	3
../corpus_annote2/recette_20401_annote.xml	56.25	6	2
../corpus_annote2/recette_64553_annote.xml	19.81	4	1
../corpus_annote2/recette_222101_annote.xml	14.01	4	2
../corpus_annote2/recette_166233_annote.xml	18.0	4	2
../corpus_annote2/recette_69007_annote.xml	17.1	2	2
../corpus_annote2/recette_13306_annote.xml	28.2	5	1
../corpus_annote2/recette_28455_annote.xml	3.5	3	1
../corpus_annote2/recette_40168_annote.xml	69.6	2	2
../corpus_annote2/recette_67804_annote.xml	36.019999999999996	6	3
../corpus_annote2/recette_23956_annote.xml	39.4	10	1
../corpus_annote2/recette_65532_annote.xml	17.6	7	2
../corpus_annote2/recette_53735_annote.xml	21.5	7	1
../corpus_annote2/recette_48341_annote.xml	45.3	4	2
../corpus_annote2/recette_30385_annote.xml	15.2	2	1
../corpus_annote2/recette_81398_annote.xml	52.0	7	3
../corpus_annote2/recette_68066_annote.xml	60.8	4	2
../corpus_annote2/recette_44409_annote.xml	8.0	2	1
../corpus_annote2/recette_37540_annote.xml	9.7	3	2
../corpus_annote2/recette_80184_annote.xml	33.0	7	1
../corpus_annote2/recette_28628_annote.xml	53.5	6	1
../corpus_annote2/recette_40315_annote.xml	8.5	2	1
../corpus_annote2/recette_41109_annote.xml	9.0	4	1
../corpus_annote2/recette_66865_annote.xml	12.4	5	1
../corpus_annote2/recette_32040_annote.xml	10.5	4	1
../corpus_annote2/recette_20363_annote.xml	46.400000000000006	10	2
../corpus_annote2/recette_31486_annote.xml	96.65	13	2
../corpus_annote2/recette_166551_annote.xml	37.5	6	2
../corpus_annote2/recette_17378_annote.xml	37.0	8	1
../corpus_annote2/recette_27928_annote.xml	33.75	5	2
../corpus_annote2/recette_25663_annote.xml	7.5	1	1
../corpus_annote2/recette_18967_annote.xml	43.0	5	1
../corpus_annote2/recette_28337_annote.xml	39.0	3	2
../corpus_annote2/recette_41898_annote.xml	28.5	4	2
../corpus_annote2/recette_41416_annote.xml	23.35	6	1
../corpus_annote2/recette_70195_annote.xml	18.1	2	2
../corpus_annote2/recette_57477_annote.xml	22.5	7	1
../corpus_annote2/recette_46392_annote.xml	15.6	5	1
../corpus_annote2/recette_44057_annote.xml	61.5	6	2
../corpus_annote2/recette_27869_annote.xml	13.5	5	1
../corpus_annote2/recette_43692_annote.xml	12.2	3	1
../corpus_annote2/recette_195186_annote.xml	83.85	10	2
../corpus_annote2/recette_20222_annote.xml	11.5	3	1
../corpus_annote2/recette_66924_annote.xml	21.0	2	2
../corpus_annote2/recette_82300_annote.xml	42.7	6	2
../corpus_annote2/recette_47491_annote.xml	29.0	6	1
../corpus_annote2/recette_71696_annote.xml	30.5	7	1
../corpus_annote2/recette_73553_annote.xml	49.9	9	1
../corpus_annote2/recette_87600_annote.xml	196.25	8	2
../corpus_annote2/recette_17726_annote.xml	26.5	3	1
../corpus_annote2/recette_42191_annote.xml	40.9	5	1
../corpus_annote2/recette_22685_annote.xml	159.0	10	3
../corpus_annote2/recette_14482_annote.xml	63.0	9	1
../corpus_annote2/recette_28514_annote.xml	10.5	3	1
../corpus_annote2/recette_172197_annote.xml	25.0	6	1
../corpus_annote2/recette_35937_annote.xml	18.5	7	1
../corpus_annote2/recette_211747_annote.xml	19.9	6	2
../corpus_annote2/recette_56109_annote.xml	4.0	3	1
../corpus_annote2/recette_25040_annote.xml	51.5	7	1
../corpus_annote2/recette_26199_annote.xml	3.0	1	1
../corpus_annote2/recette_225685_annote.xml	17.6	7	2
../corpus_annote2/recette_69146_annote.xml	75.5	7	1
../corpus_annote2/recette_72532_annote.xml	12.4	2	1
../corpus_annote2/recette_11182_annote.xml	14.5	2	3
../corpus_annote2/recette_27385_annote.xml	48.01	7	3
../corpus_annote2/recette_166372_annote.xml	26.4	5	2
../corpus_annote2/recette_49261_annote.xml	10.5	5	1
../corpus_annote2/recette_29217_annote.xml	46.25	10	2
../corpus_annote2/recette_24743_annote.xml	18.7	3	2
../corpus_annote2/recette_13758_annote.xml	17.5	3	1
../corpus_annote2/recette_10681_annote.xml	23.5	5	3
../corpus_annote2/recette_26808_annote.xml	48.5	6	2
../corpus_annote2/recette_81935_annote.xml	112.0	8	2
../corpus_annote2/recette_30928_annote.xml	14.5	2	1
../corpus_annote2/recette_17044_annote.xml	32.1	6	3
../corpus_annote2/recette_53116_annote.xml	147.2	5	1
../corpus_annote2/recette_65311_annote.xml	29.7	8	1
../corpus_annote2/recette_16258_annote.xml	33.5	6	2
../corpus_annote2/recette_95769_annote.xml	17.5	6	1
../corpus_annote2/recette_24774_annote.xml	59.5	6	2
../corpus_annote2/recette_25568_annote.xml	40.2	5	2
../corpus_annote2/recette_37354_annote.xml	17.0	5	2
../corpus_annote2/recette_80790_annote.xml	19.5	10	1
../corpus_annote2/recette_68672_annote.xml	41.5	9	2
../corpus_annote2/recette_45001_annote.xml	19.5	3	1
../corpus_annote2/recette_81902_annote.xml	25.2	8	1
../corpus_annote2/recette_167446_annote.xml	20.0	5	1
../corpus_annote2/recette_23820_annote.xml	20.5	5	2
../corpus_annote2/recette_41202_annote.xml	102.4	4	1
../corpus_annote2/recette_28523_annote.xml	40.7	8	2
../corpus_annote2/recette_13270_annote.xml	69.5	8	2
../corpus_annote2/recette_34792_annote.xml	8.5	2	1
../corpus_annote2/recette_112847_annote.xml	17.4	7	1
../corpus_annote2/recette_219724_annote.xml	12.5	2	2
../corpus_annote2/recette_81093_annote.xml	27.4	5	4
../corpus_annote2/recette_64425_annote.xml	65.25	10	3
../corpus_annote2/recette_49256_annote.xml	59.0	5	1
../corpus_annote2/recette_86656_annote.xml	32.9	9	2
../corpus_annote2/recette_32136_annote.xml	13.2	4	1
../corpus_annote2/recette_94217_annote.xml	14.5	2	1
../corpus_annote2/recette_29542_annote.xml	35.5	4	1
../corpus_annote2/recette_22841_annote.xml	4.5	4	1
../corpus_annote2/recette_82337_annote.xml	20.25	5	1
../corpus_annote2/recette_12211_annote.xml	10.0	4	1
../corpus_annote2/recette_34961_annote.xml	8.6	3	1
../corpus_annote2/recette_37436_annote.xml	24.9	5	2
../corpus_annote2/recette_62281_annote.xml	30.5	2	1
../corpus_annote2/recette_21516_annote.xml	8.0	4	1
../corpus_annote2/recette_17711_annote.xml	35.8	10	2
../corpus_annote2/recette_41560_annote.xml	42.2	13	2
../corpus_annote2/recette_24509_annote.xml	16.5	1	1
../corpus_annote2/recette_24987_annote.xml	20.3	7	2
../corpus_annote2/recette_82628_annote.xml	13.11	6	2
../corpus_annote2/recette_61647_annote.xml	186.09999999999997	9	3
../corpus_annote2/recette_80963_annote.xml	37.75	3	1
../corpus_annote2/recette_68881_annote.xml	29.05	7	2
../corpus_annote2/recette_166427_annote.xml	44.5	9	2
../corpus_annote2/recette_87328_annote.xml	26.2	8	2
../corpus_annote2/recette_228484_annote.xml	10.2	3	2
../corpus_annote2/recette_52140_annote.xml	64.4	4	2
../corpus_annote2/recette_42837_annote.xml	8.0	4	1
../corpus_annote2/recette_224092_annote.xml	81.5	6	2
../corpus_annote2/recette_171445_annote.xml	32.0	5	2
../corpus_annote2/recette_81821_annote.xml	104.9	7	3
../corpus_annote2/recette_11589_annote.xml	5.51	2	3
../corpus_annote2/recette_11907_annote.xml	54.2	9	1
../corpus_annote2/recette_10795_annote.xml	40.0	9	3
../corpus_annote2/recette_64019_annote.xml	11.0	3	1
../corpus_annote2/recette_40422_annote.xml	14.9	4	1
../corpus_annote2/recette_32777_annote.xml	37.0	4	2
../corpus_annote2/recette_38868_annote.xml	11.5	4	2
../corpus_annote2/recette_23092_annote.xml	42.949999999999996	5	3
../corpus_annote2/recette_19953_annote.xml	20.5	4	1
../corpus_annote2/recette_24657_annote.xml	41.6	6	2
../corpus_annote2/recette_61519_annote.xml	13.1	5	1
../corpus_annote2/recette_27291_annote.xml	27.799999999999997	3	1
../corpus_annote2/recette_219607_annote.xml	71.0	6	2
../corpus_annote2/recette_69052_annote.xml	23.5	6	1
../corpus_annote2/recette_86775_annote.xml	12.5	3	1
../corpus_annote2/recette_21648_annote.xml	30.6	7	1
../corpus_annote2/recette_58490_annote.xml	15.4	6	1
../corpus_annote2/recette_14918_annote.xml	24.85	4	2
../corpus_annote2/recette_41321_annote.xml	77.5	6	3
../corpus_annote2/recette_13353_annote.xml	14.5	1	2
../corpus_annote2/recette_82069_annote.xml	12.5	3	1
../corpus_annote2/recette_24348_annote.xml	43.5	3	2
../corpus_annote2/recette_68033_annote.xml	31.0	3	2
../corpus_annote2/recette_223135_annote.xml	38.5	3	2
../corpus_annote2/recette_20629_annote.xml	10.5	3	1
../corpus_annote2/recette_167207_annote.xml	10.1	6	1
../corpus_annote2/recette_87714_annote.xml	29.6	4	2
../corpus_annote2/recette_43299_annote.xml	25.95	6	3
../corpus_annote2/recette_29461_annote.xml	66.5	9	2
../corpus_annote2/recette_25329_annote.xml	26.7	6	1
../corpus_annote2/recette_54834_annote.xml	34.5	10	1
../corpus_annote2/recette_73158_annote.xml	38.5	8	2
../corpus_annote2/recette_28362_annote.xml	35.5	4	2
../corpus_annote2/recette_39809_annote.xml	3	4	1
../corpus_annote2/recette_13431_annote.xml	12.55	6	3
../corpus_annote2/recette_169395_annote.xml	60.5	9	1
../corpus_annote2/recette_57563_annote.xml	54.099999999999994	9	1
../corpus_annote2/recette_90100_annote.xml	17.6	3	1
../corpus_annote2/recette_36221_annote.xml	22.4	2	1
../corpus_annote2/recette_170413_annote.xml	23.7	4	2
../corpus_annote2/recette_10951_annote.xml	29.9	8	3
../corpus_annote2/recette_44174_annote.xml	15.5	4	2
../corpus_annote2/recette_55691_annote.xml	32.39999999999999	6	1
../corpus_annote2/recette_53248_annote.xml	40.5	1	1
../corpus_annote2/recette_228590_annote.xml	20.7	4	2
../corpus_annote2/recette_64253_annote.xml	40.5	6	2
../corpus_annote2/recette_165864_annote.xml	19.5	3	1
../corpus_annote2/recette_50391_annote.xml	13.5	2	1
../corpus_annote2/recette_19797_annote.xml	20.1	5	2
../corpus_annote2/recette_24893_annote.xml	9.8	1	1
../corpus_annote2/recette_57554_annote.xml	24.9	6	2
../corpus_annote2/recette_37522_annote.xml	21.7	5	2
../corpus_annote2/recette_223102_annote.xml	29.0	5	2
../corpus_annote2/recette_21402_annote.xml	11.6	7	2
../corpus_annote2/recette_67695_annote.xml	48.9	11	2
../corpus_annote2/recette_94303_annote.xml	20.5	3	2
../corpus_annote2/recette_32022_annote.xml	21.0	3	1
../corpus_annote2/recette_12305_annote.xml	53.65	8	2
../corpus_annote2/recette_93948_annote.xml	22.5	2	1
../corpus_annote2/recette_219630_annote.xml	32.5	1	2
../corpus_annote2/recette_166251_annote.xml	32.5	9	1
../corpus_annote2/recette_64531_annote.xml	17.2	6	1
../corpus_annote2/recette_28437_annote.xml	27.5	6	1
../corpus_annote2/recette_73312_annote.xml	66.5	8	2
../corpus_annote2/recette_218133_annote.xml	50.5	12	2
../corpus_annote2/recette_45115_annote.xml	11	2	1
../corpus_annote2/recette_62879_annote.xml	11.2	3	2
../corpus_annote2/recette_81816_annote.xml	87.0	7	2
../corpus_annote2/recette_80684_annote.xml	19.0	4	1
../corpus_annote2/recette_37240_annote.xml	28.2	8	2
../corpus_annote2/recette_44309_annote.xml	18.0	2	2
../corpus_annote2/recette_223660_annote.xml	60.5	10	2
../corpus_annote2/recette_21360_annote.xml	25.0	4	2
../corpus_annote2/recette_28128_annote.xml	29.299999999999997	5	2
../corpus_annote2/recette_29334_annote.xml	28.0	6	2
../corpus_annote2/recette_216930_annote.xml	19.3	5	2
../corpus_annote2/recette_82541_annote.xml	18.5	3	2
../corpus_annote2/recette_53697_annote.xml	40.1	6	3
../corpus_annote2/recette_52805_annote.xml	19.3	8	1
../corpus_annote2/recette_30227_annote.xml	16.0	5	1
../corpus_annote2/recette_90951_annote.xml	14.01	6	1
../corpus_annote2/recette_26307_annote.xml	13.5	6	2
../corpus_annote2/recette_71675_annote.xml	33.8	3	2
../corpus_annote2/recette_35727_annote.xml	27.5	3	1
../corpus_annote2/recette_172309_annote.xml	37.2	6	2
../corpus_annote2/recette_51552_annote.xml	25.8	3	2
../corpus_annote2/recette_66549_annote.xml	432.0	7	1
../corpus_annote2/recette_175942_annote.xml	52.1	5	2
../corpus_annote2/recette_80539_annote.xml	16.009999999999998	4	1
../corpus_annote2/recette_10891_annote.xml	23.9	5	2
../corpus_annote2/recette_89771_annote.xml	42.71	12	1
../corpus_annote2/recette_28295_annote.xml	165.0	5	2
../corpus_annote2/recette_84225_annote.xml	19.8	5	1
../corpus_annote2/recette_221618_annote.xml	97.0	10	3
../corpus_annote2/recette_66056_annote.xml	89.0	13	2
../corpus_annote2/recette_164736_annote.xml	24.8	8	2
../corpus_annote2/recette_167492_annote.xml	8.2	4	1
../corpus_annote2/recette_27679_annote.xml	21.5	5	2
../corpus_annote2/recette_26465_annote.xml	32.0	7	1
../corpus_annote2/recette_37380_annote.xml	21.75	6	1
../corpus_annote2/recette_92178_annote.xml	23.75	5	1
../corpus_annote2/recette_12929_annote.xml	10.2	2	2
../corpus_annote2/recette_35045_annote.xml	13.9	6	1
../corpus_annote2/recette_84058_annote.xml	27.0	7	1
../corpus_annote2/recette_22379_annote.xml	20.2	3	2
../corpus_annote2/recette_53864_annote.xml	82.21000000000001	5	2
../corpus_annote2/recette_49282_annote.xml	362.7	5	1
../corpus_annote2/recette_58567_annote.xml	18.5	1	2
../corpus_annote2/recette_11161_annote.xml	7.5	5	2
../corpus_annote2/recette_27366_annote.xml	21.9	5	2
../corpus_annote2/recette_218962_annote.xml	40.0	4	2
../corpus_annote2/recette_63234_annote.xml	22.7	3	2
../corpus_annote2/recette_91930_annote.xml	35.9	9	3
../corpus_annote2/recette_19135_annote.xml	21.0	7	3
../corpus_annote2/recette_46413_annote.xml	18.5	7	1
../corpus_annote2/recette_17901_annote.xml	47.5	6	1
../corpus_annote2/recette_27351_annote.xml	56.3	5	1
../corpus_annote2/recette_34771_annote.xml	84.7	7	1
../corpus_annote2/recette_70623_annote.xml	26.2	4	1
../corpus_annote2/recette_66703_annote.xml	37.3	7	2
../corpus_annote2/recette_30572_annote.xml	22.95	8	2
../corpus_annote2/recette_68691_annote.xml	43.1	7	1
../corpus_annote2/recette_69803_annote.xml	25.1	3	1
../corpus_annote2/recette_170799_annote.xml	8.01	5	1
../corpus_annote2/recette_26452_annote.xml	98.0	6	2
../corpus_annote2/recette_10655_annote.xml	7.5	3	3
../corpus_annote2/recette_80773_annote.xml	24.4	7	1
../corpus_annote2/recette_19893_annote.xml	95.0	2	1
../corpus_annote2/recette_25905_annote.xml	36.9	8	4
../corpus_annote2/recette_165760_annote.xml	20.0	11	3
../corpus_annote2/recette_195152_annote.xml	21.9	5	2
../corpus_annote2/recette_43646_annote.xml	75.5	9	2
../corpus_annote2/recette_27433_annote.xml	18.53	7	2
../corpus_annote2/recette_73098_annote.xml	12.7	3	2
../corpus_annote2/recette_63561_annote.xml	59.0	4	3
../corpus_annote2/recette_14334_annote.xml	74.0	8	2
../corpus_annote2/recette_50266_annote.xml	37.0	5	2
../corpus_annote2/recette_16960_annote.xml	26.5	7	1
../corpus_annote2/recette_42145_annote.xml	21.0	4	1
../corpus_annote2/recette_43359_annote.xml	20.0	4	2
../corpus_annote2/recette_96131_annote.xml	35.2	9	2
../corpus_annote2/recette_30210_annote.xml	18.009999999999998	3	3
../corpus_annote2/recette_45780_annote.xml	37.16	7	2
../corpus_annote2/recette_26330_annote.xml	28.7	7	1
../corpus_annote2/recette_23630_annote.xml	93.1	6	2
../corpus_annote2/recette_227839_annote.xml	22.8	6	3
../corpus_annote2/recette_34652_annote.xml	26.6	5	1
../corpus_annote2/recette_19021_annote.xml	40.5	6	1
../corpus_annote2/recette_14575_annote.xml	17.009999999999998	3	1
../corpus_annote2/recette_49396_annote.xml	44.8	6	2
../corpus_annote2/recette_43007_annote.xml	23.9	7	1
../corpus_annote2/recette_228226_annote.xml	23.22	7	2
../corpus_annote2/recette_225772_annote.xml	16.0	4	2
../corpus_annote2/recette_36919_annote.xml	42.0	9	1
../corpus_annote2/recette_11075_annote.xml	41.0	7	2
../corpus_annote2/recette_27272_annote.xml	15.6	5	1
../corpus_annote2/recette_45850_annote.xml	21.5	3	3
../corpus_annote2/recette_46018_annote.xml	63.949999999999996	9	3
../corpus_annote2/recette_88604_annote.xml	27.5	8	1
../corpus_annote2/recette_18722_annote.xml	29.75	6	1
../corpus_annote2/recette_15276_annote.xml	8.5	4	2
../corpus_annote2/recette_32794_annote.xml	13.0	4	1
../corpus_annote2/recette_33588_annote.xml	60.45	7	3
../corpus_annote2/recette_67123_annote.xml	16.0	4	2
../corpus_annote2/recette_51324_annote.xml	34.5	8	2
../corpus_annote2/recette_228739_annote.xml	24.0	2	1
../corpus_annote2/recette_43518_annote.xml	137.5	8	1
../corpus_annote2/recette_167586_annote.xml	25.1	3	1
../corpus_annote2/recette_37294_annote.xml	13.4	2	1
../corpus_annote2/recette_62423_annote.xml	38.650000000000006	12	3
../corpus_annote2/recette_57580_annote.xml	29.9	4	1
../corpus_annote2/recette_88479_annote.xml	19.75	5	3
../corpus_annote2/recette_50345_annote.xml	37.5	5	2
../corpus_annote2/recette_220510_annote.xml	29.9	6	3
../corpus_annote2/recette_38678_annote.xml	21.2	5	2
../corpus_annote2/recette_22010_annote.xml	18.0	8	2
../corpus_annote2/recette_58311_annote.xml	14.5	5	1
../corpus_annote2/recette_228544_annote.xml	14.0	5	1
../corpus_annote2/recette_223847_annote.xml	40.2	10	3
../corpus_annote2/recette_63442_annote.xml	59.0	3	2
../corpus_annote2/recette_225010_annote.xml	11.399999999999999	5	1
../corpus_annote2/recette_54459_annote.xml	87.5	7	2
../corpus_annote2/recette_61298_annote.xml	284.7	11	3
../corpus_annote2/recette_38367_annote.xml	45.099999999999994	6	1
../corpus_annote2/recette_29482_annote.xml	2.2	2	1
../corpus_annote2/recette_23713_annote.xml	77.4	5	1
../corpus_annote2/recette_52911_annote.xml	21.5	5	1
../corpus_annote2/recette_59412_annote.xml	41.2	4	1
../corpus_annote2/recette_219499_annote.xml	63.9	8	2
../corpus_annote2/recette_26213_annote.xml	15.7	5	1
../corpus_annote2/recette_88151_annote.xml	27.2	6	2
../corpus_annote2/recette_18077_annote.xml	18.6	6	1
../corpus_annote2/recette_93525_annote.xml	18.5	6	1
../corpus_annote2/recette_201103_annote.xml	30.5	4	2
../corpus_annote2/recette_38350_annote.xml	25.1	4	1
../corpus_annote2/recette_15523_annote.xml	24.1	3	1
../corpus_annote2/recette_22538_annote.xml	18.75	7	1
../corpus_annote2/recette_67676_annote.xml	15.0	5	1
../corpus_annote2/recette_30304_annote.xml	32.0	4	1
../corpus_annote2/recette_42051_annote.xml	33.1	11	2
../corpus_annote2/recette_44806_annote.xml	19.0	4	1
../corpus_annote2/recette_81319_annote.xml	16.8	5	1
../corpus_annote2/recette_212523_annote.xml	25.3	9	2
../corpus_annote2/recette_46252_annote.xml	24.5	3	2
../corpus_annote2/recette_19774_annote.xml	64.0	4	2
../corpus_annote2/recette_66175_annote.xml	15.5	4	2
../corpus_annote2/recette_41497_annote.xml	9.4	4	1
../corpus_annote2/recette_84306_annote.xml	36.5	5	1
../corpus_annote2/recette_165409_annote.xml	32.76	6	1
../corpus_annote2/recette_58326_annote.xml	40.95	8	1
../corpus_annote2/recette_31407_annote.xml	78.53999999999999	6	1
../corpus_annote2/recette_44197_annote.xml	22.5	4	1
../corpus_annote2/recette_81606_annote.xml	37.0	8	2
../corpus_annote2/recette_62669_annote.xml	32.5	6	2
../corpus_annote2/recette_19509_annote.xml	24.9	8	2
../corpus_annote2/recette_19987_annote.xml	39.5	8	1
../corpus_annote2/recette_15241_annote.xml	45.49999999999999	10	2
../corpus_annote2/recette_21383_annote.xml	22.4	7	1
../corpus_annote2/recette_30466_annote.xml	42.5	12	2
../corpus_annote2/recette_42733_annote.xml	21.8	7	1
../corpus_annote2/recette_55881_annote.xml	23.0	5	2
../corpus_annote2/recette_69599_annote.xml	17.5	3	2
../corpus_annote2/recette_212241_annote.xml	25.0	6	2
../corpus_annote2/recette_70737_annote.xml	37.910000000000004	5	3
../corpus_annote2/recette_19016_annote.xml	42.75	6	1
../corpus_annote2/recette_50410_annote.xml	24.509999999999998	7	1
../corpus_annote2/recette_22745_annote.xml	13.0	7	1
../corpus_annote2/recette_222180_annote.xml	35.55	8	3
../corpus_annote2/recette_31365_annote.xml	37.5	5	1
../corpus_annote2/recette_53947_annote.xml	18.5	8	1
../corpus_annote2/recette_63317_annote.xml	24.5	6	2
../corpus_annote2/recette_55110_annote.xml	60.5	7	1
../corpus_annote2/recette_26059_annote.xml	13.899999999999999	4	2
../corpus_annote2/recette_81164_annote.xml	19.0	3	2
../corpus_annote2/recette_224559_annote.xml	58.0	10	2
../corpus_annote2/recette_17954_annote.xml	48.4	6	2
../corpus_annote2/recette_30038_annote.xml	53.01	6	1
../corpus_annote2/recette_221118_annote.xml	25.0	5	2
../corpus_annote2/recette_39270_annote.xml	47.300000000000004	9	1
../corpus_annote2/recette_22604_annote.xml	61.5	9	2
../corpus_annote2/recette_23418_annote.xml	20.5	5	2
../corpus_annote2/recette_66756_annote.xml	33.1	5	2
../corpus_annote2/recette_50551_annote.xml	19.0	6	1
../corpus_annote2/recette_34724_annote.xml	11.55	2	1
../corpus_annote2/recette_62555_annote.xml	14.4	1	1
../corpus_annote2/recette_224107_annote.xml	27.5	4	2
